,Date,Gold,Silver,SP500,Median Home Price (NSA),Oil,bonds10Y,Inflation percentile,Growth percentile
3315,1978-07-20,187.4,5.3,101.56608695652174,45682.145454545454,3826010.76119403,8.66,,-16.075757575757578
3316,1978-07-21,190.75,5.41,101.85782608695652,45709.461818181815,3825902.6119402987,8.67,,-16.295454545454547
3317,1978-07-24,195.5,5.54,102.14956521739131,45736.778181818176,3825794.462686567,8.67,,-16.515151515151516
3318,1978-07-25,194.05,5.46,102.44130434782609,45764.09454545454,3825686.313432836,8.67,,-16.734848484848484
3319,1978-07-26,194.7,5.5,102.73304347826087,45791.410909090904,3825578.1641791044,8.66,,-16.954545454545453
3320,1978-07-27,194.7,5.45,103.02478260869566,45818.72727272727,3825470.0149253733,8.58,,-17.174242424242422
3321,1978-07-28,198.8,5.6,103.31652173913044,45846.04363636363,3825361.8656716417,8.55,,-17.39393939393939
3322,1978-07-31,198.9,5.57,103.60826086956523,45873.36,3825253.7164179105,8.56,,-17.613636363636367
3323,1978-08-01,207.5,5.72,103.9,45900.67636363636,3825145.567164179,8.54,,-17.833333333333336
3324,1978-08-02,203.25,5.6,103.9,45927.99272727272,3825037.417910448,8.44,,-18.053030303030305
3325,1978-08-03,201.75,5.55,103.9,45955.30909090909,3824929.268656716,8.39,,-18.272727272727273
3326,1978-08-04,201.35,5.52,103.9,45982.62545454545,3824821.119402985,8.38,,-18.492424242424242
3327,1978-08-07,205.0,5.58,103.9,46009.94181818182,3824712.970149254,8.36,,-18.71212121212121
3328,1978-08-08,206.75,5.58,103.9,46037.25818181818,3824604.8208955224,8.35,,-18.93181818181818
3329,1978-08-09,208.0,5.58,103.9,46064.57454545454,3824496.6716417912,8.34,,-19.15151515151515
3330,1978-08-10,205.85,5.49,103.9,46091.89090909091,3824388.5223880596,8.45,,-19.371212121212118
3331,1978-08-11,209.85,5.63,103.9,46119.20727272727,3824280.3731343285,8.44,,-19.590909090909093
3332,1978-08-14,212.25,5.68,103.9,46146.523636363636,3824172.223880597,8.45,,-19.810606060606062
3333,1978-08-15,215.9,5.74,103.9,46173.84,3824064.074626866,8.46,,-20.03030303030303
3334,1978-08-16,215.7,5.66,103.9,46194.897391304345,3823955.925373134,8.55,,-20.25
3335,1978-08-17,210.45,5.53,103.9,46215.95478260869,3823847.776119403,8.48,,-20.46969696969697
3336,1978-08-18,212.75,5.54,103.9,46237.01217391304,3823739.6268656715,8.46,,-20.689393939393938
3337,1978-08-21,205.15,5.41,103.9,46258.06956521739,3823631.4776119404,8.41,,-20.909090909090907
3338,1978-08-22,207.3,5.46,103.9,46279.12695652174,3823523.3283582088,8.41,,-21.128787878787875
3339,1978-08-23,198.35,5.35,103.9,46300.184347826085,3823415.1791044776,8.32,,-21.34848484848485
3340,1978-08-24,202.7,5.45,103.9,46321.24173913043,3823307.029850746,8.35,,-21.56818181818182
3341,1978-08-25,198.85,5.4,103.9,46342.29913043478,3823198.880597015,8.34,,-21.78787878787879
16226,1978-08-28,199.125,5.42,103.9,46363.35652173913,3823090.731343284,8.35,,-22.007575757575758
3342,1978-08-29,199.4,5.44,103.9,46384.41391304348,3822982.582089552,8.37,,-22.227272727272727
3343,1978-08-30,206.6,5.53,103.9,46405.471304347826,3822874.432835821,8.42,,-22.446969696969695
3344,1978-08-31,207.3,5.53,103.9,46426.528695652174,3822766.2835820895,8.39,,-22.666666666666664
3345,1978-09-01,208.1,5.52,103.9,46447.58608695652,3822658.1343283583,8.38,,-22.886363636363633
3346,1978-09-04,212.5,5.59,103.74285714285715,46468.64347826087,3822549.9850746267,8.36,,-23.10606060606061
3347,1978-09-05,211.2,5.56,103.58571428571429,46489.70086956522,3822441.8358208956,8.34,,-23.325757575757578
3348,1978-09-06,211.75,5.56,103.42857142857143,46510.75826086957,3822333.686567164,8.35,,-23.545454545454547
3349,1978-09-07,210.85,5.52,103.27142857142857,46531.815652173915,3822225.537313433,8.34,,-23.765151515151516
3350,1978-09-08,208.6,5.5,103.11428571428571,46552.87304347826,3822117.3880597013,8.34,,-23.984848484848484
3351,1978-09-11,205.7,5.47,102.95714285714286,46573.93043478261,3822009.23880597,8.31,,-24.204545454545453
3352,1978-09-12,207.15,5.5,102.8,46594.98782608696,3821901.0895522386,8.29,,-24.424242424242422
3353,1978-09-13,206.8,5.52,102.64285714285714,46616.04521739131,3821792.9402985075,8.3,,-24.64393939393939
3354,1978-09-14,211.2,5.6,102.48571428571428,46637.102608695655,3821684.7910447763,8.32,,-24.863636363636367
3355,1978-09-15,210.65,5.57,102.32857142857142,46658.16,3821576.6417910447,8.35,,-25.083333333333336
3356,1978-09-18,209.3,5.55,102.17142857142858,46678.73363636364,3821468.4925373136,8.37,,-25.303030303030305
3357,1978-09-19,211.1,5.6,102.01428571428572,46699.307272727274,3821360.343283582,8.38,,-25.522727272727273
3358,1978-09-20,213.5,5.65,101.85714285714286,46719.88090909091,3821252.194029851,8.46,,-25.742424242424242
3359,1978-09-21,215.9,5.68,101.7,46740.45454545455,3821144.0447761193,8.51,,-25.96212121212121
3360,1978-09-22,214.35,5.62,101.54285714285714,46761.02818181818,3821035.895522388,8.56,,-26.18181818181818
3361,1978-09-25,216.65,5.69,101.38571428571429,46781.60181818182,3820927.7462686566,8.56,,-26.40151515151515
3362,1978-09-26,219.1,5.73,101.22857142857143,46802.17545454545,3820819.5970149254,8.53,,-26.621212121212118
3363,1978-09-27,217.15,5.66,101.07142857142857,46822.74909090909,3820711.447761194,8.54,,-26.840909090909093
3364,1978-09-28,217.45,5.68,100.91428571428571,46843.32272727273,3820603.2985074627,8.54,,-27.060606060606062
3365,1978-09-29,217.45,5.67,100.75714285714285,46863.89636363636,3820495.149253731,8.56,,-27.28030303030303
14221,1978-10-01,217.225,5.67,100.6,46884.47,3820387.0,8.57,,-27.5
3366,1978-10-02,217.0,5.67,100.35458333333332,46905.04363636364,3823836.878787879,8.58,,-27.71969696969697
3367,1978-10-03,218.8,5.77,100.10916666666667,46925.61727272727,3827286.757575758,8.57,,-27.939393939393938
3368,1978-10-04,223.0,5.85,99.86375,46946.19090909091,3830736.6363636362,8.59,,-28.159090909090907
3369,1978-10-05,223.4,5.84,99.61833333333333,46966.76454545455,3834186.515151515,8.6,,-28.378787878787875
3370,1978-10-06,223.2,5.84,99.37291666666665,46987.33818181818,3837636.393939394,8.58,,-28.59848484848485
3371,1978-10-09,222.45,5.8,99.1275,47007.91181818182,3841086.272727273,8.58,,-28.81818181818182
3372,1978-10-10,223.6,5.99,98.88208333333333,47028.48545454545,3844536.1515151514,8.58,,-29.03787878787879
3373,1978-10-11,226.0,5.98,98.63666666666666,47049.05909090909,3847986.0303030303,8.56,,-29.257575757575758
3374,1978-10-12,227.2,6.01,98.39125,47069.63272727273,3851435.909090909,8.51,,-29.477272727272727
3375,1978-10-13,225.05,5.93,98.14583333333333,47090.20636363636,3854885.787878788,8.52,,-29.696969696969695
14615,1978-10-15,224.675,5.91,97.90041666666666,47110.78,3858335.6666666665,8.555,,-29.916666666666664
3376,1978-10-16,224.3,5.89,97.655,47132.27826086956,3861785.5454545454,8.59,,-30.136363636363633
3377,1978-10-17,228.0,5.97,97.40958333333333,47153.77652173913,3865235.4242424243,8.6,,-30.35606060606061
3378,1978-10-18,229.25,5.99,97.16416666666666,47175.27478260869,3868685.303030303,8.62,,-30.575757575757578
3379,1978-10-19,227.0,5.92,96.91874999999999,47196.77304347826,3872135.1818181816,8.64,,-30.795454545454547
3380,1978-10-20,227.45,5.93,96.67333333333333,47218.27130434782,3875585.0606060605,8.66,,-31.015151515151516
3381,1978-10-23,229.0,5.91,96.42791666666666,47239.76956521739,3879034.9393939395,8.66,,-31.234848484848484
3382,1978-10-24,226.3,5.83,96.18249999999999,47261.26782608696,3882484.8181818184,8.64,,-31.454545454545453
3383,1978-10-25,230.1,5.94,95.93708333333333,47282.76608695652,3885934.696969697,8.65,,-31.674242424242422
3384,1978-10-26,233.3,6.11,95.69166666666666,47304.26434782609,3889384.5757575757,8.72,,-31.89393939393939
3385,1978-10-27,234.15,6.12,95.44624999999999,47325.76260869565,3892834.4545454546,8.78,,-32.11363636363637
3386,1978-10-30,241.3,6.25,95.20083333333332,47347.260869565216,3896284.3333333335,8.88,,-32.333333333333336
3387,1978-10-31,243.65,6.26,94.95541666666666,47368.75913043478,3899734.212121212,8.96,,-32.553030303030305
3388,1978-11-01,238.65,6.13,94.71,47390.257391304345,3903184.090909091,8.66,,-32.77272727272727
3389,1978-11-02,220.4,5.85,94.77363636363636,47411.75565217391,3906633.9696969697,8.73,,-32.99242424242424
3390,1978-11-03,219.55,5.81,94.83727272727272,47433.253913043474,3910083.8484848486,8.86,,-33.21212121212121
3391,1978-11-06,208.25,5.78,94.90090909090908,47454.75217391304,3913533.727272727,8.85,,-33.43181818181818
3392,1978-11-07,214.4,5.86,94.96454545454544,47476.2504347826,3916983.606060606,8.855,,-33.65151515151515
3393,1978-11-08,221.75,5.89,95.0281818181818,47497.748695652175,3920433.484848485,8.86,,-33.87121212121212
3394,1978-11-09,216.6,5.82,95.09181818181818,47519.24695652174,3923883.3636363638,8.87,,-34.09090909090909
3395,1978-11-10,209.6,5.73,95.15545454545455,47540.745217391304,3927333.242424242,8.86,,-34.31060606060606
3396,1978-11-13,209.1,5.72,95.21909090909091,47562.24347826087,3930783.121212121,8.83,,-34.53030303030303
3397,1978-11-14,210.6,5.86,95.28272727272727,47583.74173913043,3934233.0,8.82,,-34.75
3398,1978-11-15,207.0,5.77,95.34636363636363,47605.24,3937682.878787879,8.76,,-34.96969696969697
3399,1978-11-16,197.1,5.67,95.41,47630.88545454545,3941132.757575758,8.72,,-35.18939393939394
3400,1978-11-17,198.3,5.78,95.47363636363636,47656.53090909091,3944582.6363636362,8.72,,-35.40909090909091
3401,1978-11-20,199.15,5.93,95.53727272727272,47682.17636363636,3948032.515151515,8.72,,-35.628787878787875
3402,1978-11-21,199.1,5.93,95.60090909090908,47707.821818181816,3951482.393939394,8.77,,-35.84848484848485
3403,1978-11-22,197.9,5.95,95.66454545454545,47733.46727272727,3954932.272727273,8.77,,-36.06818181818182
3404,1978-11-23,201.35,5.98,95.72818181818181,47759.112727272724,3958382.1515151514,8.815,,-36.28787878787879
3405,1978-11-24,202.75,6.04,95.79181818181819,47784.75818181818,3961832.0303030303,8.86,,-36.50757575757576
3406,1978-11-27,199.7,6.02,95.85545454545455,47810.40363636363,3965281.909090909,8.86,,-36.72727272727273
3407,1978-11-28,197.2,5.97,95.91909090909091,47836.04909090909,3968731.787878788,8.86,,-36.946969696969695
3408,1978-11-29,193.65,5.9,95.98272727272727,47861.69454545454,3972181.6666666665,8.86,,-37.166666666666664
3409,1978-11-30,193.7,5.91,96.04636363636364,47887.34,3975631.5454545454,8.86,,-37.38636363636363
3410,1978-12-01,194.05,5.95,96.11,47912.98545454546,3979081.4242424243,8.8,,-37.60606060606061
3411,1978-12-04,197.7,5.94,96.28999999999999,47938.63090909091,3982531.303030303,8.82,,-37.82575757575758
3412,1978-12-05,196.65,5.87,96.47,47964.27636363637,3985981.1818181816,8.85,,-38.04545454545455
3413,1978-12-06,195.5,5.84,96.65,47989.92181818182,3989431.0606060605,8.85,,-38.265151515151516
3414,1978-12-07,198.1,5.86,96.83,48015.567272727276,3992880.9393939395,8.89,,-38.484848484848484
3415,1978-12-08,200.35,5.86,97.00999999999999,48041.21272727273,3996330.8181818184,8.9,,-38.70454545454545
3416,1978-12-11,205.4,5.9,97.19,48066.858181818185,3999780.696969697,8.9,,-38.92424242424242
3417,1978-12-12,204.05,5.84,97.37,48092.50363636364,4003230.5757575757,8.92,,-39.14393939393939
3418,1978-12-13,203.0,5.85,97.55,48118.14909090909,4006680.4545454546,8.98,,-39.36363636363637
3419,1978-12-14,202.8,5.87,97.72999999999999,48143.79454545455,4010130.3333333335,8.96,,-39.583333333333336
3420,1978-12-15,205.6,5.88,97.91,48169.44,4013580.212121212,9.0,,-39.803030303030305
3421,1978-12-18,212.2,5.98,98.09,48201.643000000004,4017030.090909091,9.13,,-40.02272727272727
3422,1978-12-19,220.35,6.03,98.27,48233.846000000005,4020479.9696969697,9.14,,-40.24242424242424
3423,1978-12-20,216.75,5.98,98.44999999999999,48266.049,4023929.8484848486,9.16,,-40.46212121212121
3424,1978-12-21,213.25,5.94,98.63,48298.252,4027379.7272727275,9.16,,-40.68181818181818
3425,1978-12-22,216.0,5.95,98.81,48330.455,4030829.606060606,9.11,,-40.90151515151515
16227,1978-12-26,218.375,5.970000000000001,98.99,48362.658,4034279.484848485,9.13,,-41.12121212121212
3426,1978-12-27,220.75,5.99,99.16999999999999,48394.861000000004,4037729.3636363638,9.12,,-41.34090909090909
3427,1978-12-28,223.0,6.03,99.35,48427.064,4041179.242424242,9.16,,-41.56060606060606
3428,1978-12-29,224.5,6.02,99.53,48459.267,4044629.121212121,9.15,,-41.78030303030303
14222,1979-01-01,225.825,6.05,99.71,48491.47,4048079.0,9.165,,-42.0
3429,1979-01-02,227.15,6.08,99.64565217391304,48523.673,4059102.7384615387,9.18,,-41.96992481203007
3430,1979-01-03,222.1,5.99,99.58130434782608,48555.876000000004,4070126.476923077,9.16,,-41.93984962406015
3431,1979-01-04,222.5,5.98,99.51695652173913,48588.079,4081150.2153846156,9.11,,-41.909774436090224
3432,1979-01-05,226.7,5.98,99.45260869565217,48620.282,4092173.953846154,9.1,,-41.8796992481203
3433,1979-01-08,224.1,6.01,99.38826086956522,48652.485,4103197.6923076925,9.14,,-41.849624060150376
3434,1979-01-09,224.0,6.02,99.32391304347826,48684.688,4114221.4307692307,9.16,,-41.81954887218045
3435,1979-01-10,220.4,5.98,99.2595652173913,48716.891,4125245.1692307694,9.16,,-41.78947368421053
3436,1979-01-11,221.2,5.99,99.19521739130434,48749.094,4136268.9076923076,9.15,,-41.7593984962406
3437,1979-01-12,216.6,5.94,99.1308695652174,48781.297,4147292.6461538463,9.14,,-41.72932330827068
3438,1979-01-15,216.55,5.94,99.06652173913044,48813.5,4158316.3846153845,9.15,,-41.69924812030075
3439,1979-01-16,219.0,6.04,99.00217391304348,48840.18,4169340.123076923,9.16,,-41.669172932330824
3440,1979-01-17,225.0,6.2,98.93782608695652,48866.86,4180363.8615384614,9.18,,-41.6390977443609
3441,1979-01-18,227.8,6.21,98.87347826086956,48893.54,4191387.6,9.18,,-41.609022556390975
3442,1979-01-19,230.7,6.24,98.8091304347826,48920.22,4202411.338461539,9.15,,-41.578947368421055
3443,1979-01-22,234.4,6.33,98.74478260869566,48946.9,4213435.076923077,9.12,,-41.54887218045113
3444,1979-01-23,230.8,6.28,98.6804347826087,48973.58,4224458.815384615,9.1,,-41.5187969924812
3445,1979-01-24,234.5,6.41,98.61608695652174,49000.26,4235482.553846153,9.08,,-41.48872180451128
3446,1979-01-25,235.1,6.53,98.55173913043478,49026.94,4246506.292307693,8.98,,-41.45864661654135
3447,1979-01-26,234.35,6.55,98.48739130434782,49053.62,4257530.030769231,8.93,,-41.42857142857143
3448,1979-01-29,234.05,6.61,98.42304347826087,49080.3,4268553.769230769,8.96,,-41.3984962406015
3449,1979-01-30,233.65,6.6,98.35869565217392,49106.98,4279577.507692307,8.95,,-41.36842105263158
3450,1979-01-31,233.05,6.71,98.29434782608696,49133.659999999996,4290601.246153846,8.95,,-41.338345864661655
3451,1979-02-01,232.4,6.64,98.23,49160.34,4301624.984615385,8.94,,-41.30827067669173
3452,1979-02-02,229.9,6.62,98.32350000000001,49187.02,4312648.723076923,8.89,,-41.278195488721806
3453,1979-02-05,238.8,7.08,98.417,49213.7,4323672.461538462,8.95,,-41.24812030075188
3454,1979-02-06,242.55,7.06,98.51050000000001,49240.38,4334696.2,9.0,,-41.21804511278196
3455,1979-02-07,249.0,7.31,98.604,49267.06,4345719.938461538,9.09,,-41.18796992481203
3456,1979-02-08,254.0,7.52,98.6975,49293.74,4356743.676923077,9.09,,-41.1578947368421
3457,1979-02-09,243.9,7.0,98.791,49320.42,4367767.415384616,9.11,,-41.12781954887218
3458,1979-02-12,249.6,7.37,98.8845,49347.1,4378791.153846154,9.11,,-41.097744360902254
3459,1979-02-13,244.0,7.12,98.978,49373.78,4389814.892307692,9.11,,-41.067669172932334
3460,1979-02-14,237.6,6.95,99.0715,49400.46,4400838.63076923,9.12,,-41.037593984962406
3461,1979-02-15,245.0,7.27,99.16499999999999,49427.14,4411862.36923077,9.12,,-41.00751879699248
3462,1979-02-16,245.95,7.35,99.2585,49459.914,4422886.107692308,9.11,,-40.97744360902256
3463,1979-02-19,249.6,7.69,99.352,49492.688,4433909.846153846,9.114999999999998,,-40.94736842105263
3464,1979-02-20,248.0,7.69,99.4455,49525.462,4444933.584615384,9.12,,-40.91729323308271
3465,1979-02-21,249.25,7.85,99.539,49558.236,4455957.323076923,9.15,,-40.88721804511278
3466,1979-02-22,251.15,7.8,99.6325,49591.01,4466981.061538462,9.2,,-40.857142857142854
3467,1979-02-23,252.1,7.72,99.726,49623.784,4478004.8,9.21,,-40.82706766917293
3468,1979-02-26,250.3,7.75,99.81949999999999,49656.558,4489028.538461538,9.2,,-40.796992481203006
3469,1979-02-27,247.8,7.5,99.913,49689.332,4500052.276923077,9.19,,-40.766917293233085
3470,1979-02-28,250.9,7.69,100.00649999999999,49722.106,4511076.015384615,9.17,,-40.73684210526316
3471,1979-03-01,249.3,7.62,100.1,49754.880000000005,4522099.753846154,9.17,,-40.70676691729323
3472,1979-03-02,248.7,7.69,100.19090909090909,49787.654,4533123.492307693,9.16,,-40.67669172932331
3473,1979-03-05,242.8,7.37,100.28181818181818,49820.428,4544147.230769231,9.11,,-40.64661654135338
3474,1979-03-06,239.3,7.39,100.37272727272726,49853.202000000005,4555170.969230769,9.14,,-40.61654135338346
3475,1979-03-07,242.0,7.38,100.46363636363635,49885.976,4566194.707692307,9.1,,-40.58646616541353
3476,1979-03-08,238.75,7.23,100.55454545454545,49918.75,4577218.446153846,9.1,,-40.55639097744361
3477,1979-03-09,240.5,7.25,100.64545454545454,49951.524000000005,4588242.184615385,9.11,,-40.526315789473685
3478,1979-03-12,241.1,7.26,100.73636363636363,49984.298,4599265.923076923,9.11,,-40.49624060150376
3479,1979-03-13,239.4,7.13,100.82727272727273,50017.072,4610289.661538461,9.11,,-40.46616541353384
3480,1979-03-14,239.9,7.16,100.91818181818181,50049.846000000005,4621313.4,9.12,,-40.43609022556391
3481,1979-03-15,239.8,7.14,101.0090909090909,50082.62,4632337.138461539,9.14,,-40.40601503759399
3482,1979-03-16,243.35,7.35,101.1,50112.1840909091,4643360.876923077,9.12,,-40.37593984962406
3483,1979-03-19,243.85,7.35,101.19090909090909,50141.748181818184,4654384.615384615,9.12,,-40.34586466165413
3484,1979-03-20,242.0,7.32,101.28181818181818,50171.31227272727,4665408.353846154,9.13,,-40.31578947368421
3485,1979-03-21,240.25,7.38,101.37272727272726,50200.876363636366,4676432.092307692,9.13,,-40.285714285714285
3486,1979-03-22,242.9,7.58,101.46363636363635,50230.44045454546,4687455.830769231,9.12,,-40.255639097744364
3487,1979-03-23,242.15,7.56,101.55454545454545,50260.00454545455,4698479.569230769,9.12,,-40.225563909774436
3488,1979-03-26,244.3,7.67,101.64545454545454,50289.568636363634,4709503.307692308,9.12,,-40.19548872180451
3489,1979-03-27,246.3,7.73,101.73636363636363,50319.13272727273,4720527.046153846,9.11,,-40.16541353383459
3490,1979-03-28,243.75,7.64,101.82727272727273,50348.69681818182,4731550.784615384,9.07,,-40.13533834586466
3491,1979-03-29,241.6,7.51,101.91818181818181,50378.26090909091,4742574.523076924,9.06,,-40.10526315789474
3492,1979-03-30,239.65,7.45,102.0090909090909,50407.825,4753598.261538462,9.11,,-40.07518796992481
14223,1979-04-01,239.85000000000002,7.455,102.1,50437.38909090909,4764622.0,9.11,,-40.045112781954884
3493,1979-04-02,240.05,7.46,101.99227272727272,50466.953181818186,4781177.384615385,9.11,,-40.015037593984964
3494,1979-04-03,239.9,7.43,101.88454545454545,50496.51727272727,4797732.769230769,9.1,,-39.984962406015036
3495,1979-04-04,239.8,7.33,101.77681818181817,50526.08136363636,4814288.153846154,9.09,,-39.954887218045116
3496,1979-04-05,240.5,7.39,101.66909090909091,50555.645454545454,4830843.538461538,9.07,,-39.92481203007519
3497,1979-04-06,239.85,7.39,101.56136363636364,50585.20954545455,4847398.923076923,9.1,,-39.89473684210526
3498,1979-04-09,240.0,7.49,101.45363636363636,50614.773636363636,4863954.307692308,9.14,,-39.86466165413534
3499,1979-04-10,239.6,7.58,101.34590909090909,50644.33772727272,4880509.692307692,9.17,,-39.83458646616541
3500,1979-04-11,239.1,7.52,101.23818181818181,50673.90181818182,4897065.076923077,9.2,,-39.80451127819549
3501,1979-04-12,233.75,7.39,101.13045454545454,50703.46590909091,4913620.461538462,9.2,,-39.774436090225564
14616,1979-04-15,233.08333333333334,7.373333333333333,101.02272727272727,50733.03,4930175.846153846,9.195,,-39.744360902255636
16228,1979-04-16,232.41666666666666,7.3566666666666665,100.91499999999999,50762.939545454545,4946731.230769231,9.19,,-39.714285714285715
3502,1979-04-17,231.75,7.34,100.80727272727273,50792.84909090909,4963286.615384615,9.16,,-39.68421052631579
3503,1979-04-18,234.5,7.39,100.69954545454546,50822.75863636364,4979842.0,9.15,,-39.65413533834587
3504,1979-04-19,241.0,7.52,100.59181818181818,50852.66818181818,4996397.384615385,9.15,,-39.62406015037594
3505,1979-04-20,237.8,7.37,100.48409090909091,50882.57772727273,5012952.769230769,9.19,,-39.59398496240601
3506,1979-04-23,236.75,7.36,100.37636363636364,50912.487272727274,5029508.153846154,9.21,,-39.56390977443609
3507,1979-04-24,240.0,7.45,100.26863636363636,50942.39681818182,5046063.538461538,9.24,,-39.53383458646616
3508,1979-04-25,241.5,7.44,100.16090909090909,50972.306363636366,5062618.923076923,9.23,,-39.50375939849624
3509,1979-04-26,242.25,7.51,100.05318181818183,51002.21590909091,5079174.307692308,9.27,,-39.473684210526315
3510,1979-04-27,242.75,7.57,99.94545454545455,51032.12545454546,5095729.692307692,9.32,,-39.44360902255639
3511,1979-04-30,243.45,7.65,99.83772727272728,51062.035,5112285.076923077,9.35,,-39.41353383458647
3512,1979-05-01,247.7,8.02,99.73,51091.94454545454,5128840.461538462,9.36,,-39.38345864661654
3513,1979-05-02,246.6,7.89,99.81954545454546,51121.85409090909,5145395.846153846,9.34,,-39.35338345864662
3514,1979-05-03,245.9,7.93,99.9090909090909,51151.763636363634,5161951.230769231,9.38,,-39.32330827067669
3515,1979-05-04,247.65,8.01,99.99863636363636,51181.67318181818,5178506.615384615,9.39,,-39.29323308270677
16229,1979-05-07,248.925,8.145,100.08818181818182,51211.582727272726,5195062.0,9.39,,-39.26315789473684
3516,1979-05-08,250.2,8.28,100.17772727272728,51241.49227272727,5211617.384615385,9.38,,-39.233082706766915
3517,1979-05-09,247.0,8.12,100.26727272727273,51271.40181818182,5228172.769230769,9.36,,-39.203007518796994
3518,1979-05-10,251.7,8.38,100.35681818181818,51301.31136363636,5244728.153846154,9.36,,-39.17293233082707
3519,1979-05-11,251.1,8.35,100.44636363636364,51331.22090909091,5261283.538461538,9.34,,-39.142857142857146
3520,1979-05-14,250.65,8.27,100.5359090909091,51361.130454545455,5277838.923076923,9.3,,-39.11278195488722
3521,1979-05-15,253.4,8.47,100.62545454545455,51391.04,5294394.307692308,9.32,,-39.08270676691729
3522,1979-05-16,256.1,8.43,100.715,51420.604090909095,5310949.692307692,9.31,,-39.05263157894737
3523,1979-05-17,257.55,8.39,100.80454545454546,51450.16818181818,5327505.076923077,9.24,,-39.02255639097744
3524,1979-05-18,257.5,8.33,100.8940909090909,51479.73227272727,5344060.461538462,9.23,,-38.99248120300752
3525,1979-05-21,261.05,8.43,100.98363636363636,51509.296363636364,5360615.846153846,9.24,,-38.962406015037594
3526,1979-05-22,265.15,8.54,101.07318181818182,51538.86045454546,5377171.230769231,9.15,,-38.932330827067666
3527,1979-05-23,264.4,8.6,101.16272727272728,51568.424545454545,5393726.615384616,9.07,,-38.902255639097746
3528,1979-05-24,263.0,8.59,101.25227272727273,51597.98863636363,5410282.0,9.06,,-38.87218045112782
3529,1979-05-25,270.0,8.74,101.34181818181818,51627.55272727273,5426837.384615385,9.01,,-38.8421052631579
3530,1979-05-29,276.1,8.95,101.43136363636364,51657.11681818182,5443392.769230769,9.01,,-38.81203007518797
3531,1979-05-30,272.6,8.67,101.5209090909091,51686.68090909091,5459948.153846154,9.035,,-38.78195488721805
3532,1979-05-31,277.15,8.77,101.61045454545454,51716.244999999995,5476503.538461538,9.06,,-38.75187969924812
3533,1979-06-01,276.7,8.63,101.7,51745.80909090909,5493058.923076923,9.05,,-38.721804511278194
3534,1979-06-04,273.6,8.43,101.74761904761905,51775.373181818184,5509614.307692308,9.06,,-38.69172932330827
3535,1979-06-05,275.75,8.49,101.7952380952381,51804.93727272727,5526169.692307692,9.02,,-38.661654135338345
3536,1979-06-06,280.75,8.64,101.84285714285714,51834.50136363636,5542725.076923077,8.97,,-38.631578947368425
3537,1979-06-07,279.3,8.45,101.89047619047619,51864.06545454545,5559280.461538462,8.89,,-38.6015037593985
3538,1979-06-08,277.4,8.49,101.93809523809524,51893.62954545455,5575835.846153846,8.9,,-38.57142857142857
3539,1979-06-11,282.4,8.62,101.9857142857143,51923.193636363634,5592391.230769231,8.94,,-38.54135338345865
3540,1979-06-12,278.9,8.45,102.03333333333333,51952.75772727272,5608946.615384616,8.79,,-38.51127819548872
3541,1979-06-13,276.1,8.29,102.08095238095238,51982.321818181816,5625502.0,8.83,,-38.4812030075188
3542,1979-06-14,278.8,8.42,102.12857142857143,52011.88590909091,5642057.384615385,8.87,,-38.45112781954887
3543,1979-06-15,279.3,8.48,102.17619047619048,52041.45,5658612.769230769,8.96,,-38.421052631578945
3544,1979-06-18,279.9,8.48,102.22380952380952,52067.95954545454,5675168.153846154,8.95,,-38.390977443609025
3545,1979-06-19,279.25,8.45,102.27142857142857,52094.469090909086,5691723.538461538,8.95,,-38.3609022556391
3546,1979-06-20,280.7,8.65,102.31904761904762,52120.97863636364,5708278.923076923,8.94,,-38.330827067669176
3547,1979-06-21,280.6,8.67,102.36666666666667,52147.48818181818,5724834.307692308,8.93,,-38.30075187969925
3548,1979-06-22,281.95,8.76,102.41428571428571,52173.99772727273,5741389.692307692,8.98,,-38.27067669172932
3549,1979-06-25,284.5,8.82,102.46190476190476,52200.50727272727,5757945.076923077,8.93,,-38.2406015037594
3550,1979-06-26,281.9,8.64,102.50952380952381,52227.016818181815,5774500.461538462,8.82,,-38.21052631578947
3551,1979-06-27,281.0,8.63,102.55714285714286,52253.52636363636,5791055.846153846,8.8,,-38.18045112781955
3552,1979-06-28,281.3,8.53,102.6047619047619,52280.03590909091,5807611.230769231,8.8,,-38.150375939849624
3553,1979-06-29,276.45,8.54,102.65238095238095,52306.545454545456,5824166.615384616,8.81,,-38.1203007518797
14224,1979-07-01,279.325,8.62,102.7,52333.055,5840722.0,8.785,,-38.090225563909776
3554,1979-07-02,282.2,8.7,102.89583333333334,52359.564545454545,5849249.608695652,8.76,,-38.06015037593985
3555,1979-07-03,281.8,8.6,103.09166666666667,52386.07409090909,5857777.217391305,8.77,,-38.03007518796993
3556,1979-07-04,283.3,8.75,103.28750000000001,52412.58363636364,5866304.826086956,8.785,,-38.0
3557,1979-07-05,286.75,8.84,103.48333333333333,52439.093181818185,5874832.434782608,8.8,,-37.96992481203007
3558,1979-07-06,290.2,8.93,103.67916666666667,52465.60272727273,5883360.043478261,8.82,,-37.93984962406015
3559,1979-07-09,290.25,8.89,103.875,52492.112272727274,5891887.652173913,8.86,,-37.909774436090224
3560,1979-07-10,289.9,9.04,104.07083333333334,52518.62181818182,5900415.260869565,8.92,,-37.8796992481203
